Vrsta izbora;Naziv županije;Naziv grada/općine;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠTRIGOVA;STANISLAV REBERNIK;;SDP, HNS, REFORMISTI
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;VRATIŠINEC;MIHAEL GRBAVEC;;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;VRATIŠINEC;DAMIR PERHOČ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DEKANOVEC;IVAN HAJDAROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;DEKANOVEC;SNJEŽANA SABOLEK;;SNJEŽANA SABOLEK - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;GORNJI MIHALJEVEC;GORAN LOVREC;;GORAN LOVREC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;GORNJI MIHALJEVEC;JASENKA NOVAK;;MATIJA POSAVEC - NL, HDZ, HSLS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;OREHOVICA;MIROSLAV BEZEK;;SDP, HSS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;OREHOVICA;DIJANA NOVAK;;DIJANA NOVAK - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;STRAHONINEC;DEJAN BALENTA;;MATIJA POSAVEC - NL, CENTAR
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;STRAHONINEC;FRANJO LEHKEC;;HSS, HNS, HDZ, HSLS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, HRVATSKI SUVERENISTI, REFORMISTI
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;STRAHONINEC;HRVOJE ZLATAREK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETA MARIJA;IVICA MUSTAČ;;IVICA MUSTAČ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;SVETA MARIJA;ĐURĐICA SLAMEK;;MATIJA POSAVEC - NL, HNS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠENKOVEC;SAŠA HORVAT;;MATIJA POSAVEC - NL, HSU, HSS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠENKOVEC;ROBERT MEGLIĆ;;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠENKOVEC;RUŽA SERMEK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;ŠENKOVEC;IVICA SMOLIĆ;;IVICA SMOLIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PRIBISLAVEC;ELVIS HORVAT;;ELVIS HORVAT - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PRIBISLAVEC;MATIJA LADIĆ;;DEMOKRATI
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PRIBISLAVEC;ALEN PANCER;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PRIBISLAVEC;NENAD PINTARIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;MEĐIMURSKA ŽUPANIJA;PRIBISLA
