Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;32;DAVOR STIPAN;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;33;ANITA PERVAN;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;34;JOSIP MAROVIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;35;HRVOJE DOLIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;36;EMILIJA ĆUDINA;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;37;ZRINKA MATKOVIĆ VICULIN;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;38;MARIJA MATOVAC;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;39;MATEJ MARAS;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;40;ANA GULIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;41;DIANA BARIŠIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;42;SILVANA ŠUŠNJARA;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;43;TOMISLAVA ARMANDA;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;44;MARIJANA PERIŠA;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;45;MILE MIKULIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;46;TEO KLARIĆ;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;47;TIHOMIR BEČKO;;DOMOVINSKI POKRET - DP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;1;BLAŽENKO BOBAN;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;2;ANTE SANADER;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;3;ANTE MIHANOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;4;JADRANKA BREČIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;5;LUKA ROGULJIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;6;IVICA KUSIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;7;DINKO BOŠNJAK;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;8;JOZO VIDIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;9;MARIN URLIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;10;JOSIP MARKOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;11;MILA BILIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;12;JOSIP BANOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;13;IVAN SLAVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;14;TOMISLAV BULJAN;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;15;MARINA MATKOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;16;DANICA BARIČEVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;17;IVICA TAFRA;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;18;MARKO VUKASOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;19;TONČI GLAVINA;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;20;IVAN BIKIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;21;JOSIP LEŠINA;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;22;ANTE DREŽANČIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;23;PETAR ŠABIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;24;MILAN RADOMILJAC;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;25;ŽANA JOVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;26;DRAGAN MARETIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;27;FILIP VIDULIN;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;28;KRUNO PERONJA;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;29;MARKO GALIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;30;MIRKO RINČIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;31;JADRAN ČIZMIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;32;NADA MARŠIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;33;IVO RADICA;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;34;NIKOLA UZUN;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;35;ALEN GOJAK;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;36;IVANA ČAGALJ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;37;SINIŠA MAROVIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;38;RENATA GUDELJ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;39;JURICA BRADARIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;40;SINIŠA STOJAN;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;41;ANTE LJUBIČIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;42;JOSIP LASIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;43;FRANE STRIKIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;44;DINKA ROŠČIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;45;ANAMARIJA CICARELLI;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;46;ANDREA UDILJAK;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;47;IVAN JAGNJIĆ;;HDZ, HSP
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;1;GORAN DODIG;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;2;ZORAN JURLIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;3;ANĐELKO DUVANČIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;4;MARICA VIDOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;5;KATARINA JOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;6;IVAN GOTOVAC;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;7;DOMAGOJ VUKOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;8;MISLAV GULIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;9;ZDENKO LOZO;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;10;MARIN MATOVAC;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;11;BRANKO TONKOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;12;MIRKO PERIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;13;STIPE ŽANKO;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;14;IVAN BEČIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;15;MARIJA GALIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;16;TANJA ZUJIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;17;IVAN TIJARDOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;18;SENIJA JURLIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;19;ANĐELKO MRAVAK;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;20;ZLATKO FAJKOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;21;VINKO PLAZIBAT;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;22;RITA GRUBIŠIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;23;MIROSLAV FALAK;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;24;NIKOLA KUZMANIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;25;MILAN TOMIČIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;26;IVAN GALEŠIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;27;DANIJEL DODIG;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;28;VEDRAN TOMIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;29;JELENA VIDOVIĆ GREBENAR;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;30;IVAN GULIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;31;MIRA KLAIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;32;DARKO DILBER;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;33;IVANA MEŠIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;34;MILENA BUZOV;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;35;PETRA TEŠIJA;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;36;ROKO KOLJANIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;37;MELANIJA VITIĆ VUKASOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;38;DORA MEŠIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;39;PAVAO PINJUŠIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;40;DOMAGOJ MUSULIN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;41;MIRKO CRLJEN;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;42;VLADE LOZANČIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;43;MARIJAN BRAŠKIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;44;LUKA BAŠIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;45;FRANO PRALIJA;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;46;LUKA BUDIMIR;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;47;IGOR VOJKOVIĆ;;HDS, HSS - SR, SU
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;1;TOMISLAV MAMIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;2;BRANKA RAMLJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;3;ANTE VUKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;4;ANAMARIJA JURČEV SAVIČEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;5;SVEN MARETIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;6;ANTE GOJO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;7;TONI BOBAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;8;IVAN NAKIĆ ALFIREVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;9;DARIO MAMIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;10;JAKŠA BALOEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;11;DAMIR PROTIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;12;JOŠKO TIJARDOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;13;SNJEŽANA GALIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;14;IVAN VRANJEŠ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;15;MIRJANA BAKOTIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;16;DARKO SOKOLOV;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;17;IVANA GUGIĆ ORDULJ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;18;TEA JERKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;19;BRANKA MARASOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;20;SONJA PLAZONIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;21;RUŽICA MIKAČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;22;TOMISLAV GRČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;23;TONI RUNJIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;24;ANA MARŠIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;25;ANA MILJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;26;IVAN ŠIMAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;27;MARIN PLEMENITI RELJANOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;28;TADE SVAGUŠA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;29;INES BARTULOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;30;ANTE BORO ALAGIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;31;MIRELA VUKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;32;VJEKOSLAV EVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;33;ANITA BRKLJAČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;34;ŽELJANA TOLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;35;MARIJA JERKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;36;ANA BEJO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;37;MIJO ŠITUM;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;38;MARIO VEIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;39;ANTE BEJO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;40;MARIJAN NIKOLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;41;MIROSLAV MATAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;42;NENA BILIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;43;ŽELJKA JERKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;44;ANTE VRDOLJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;45;KATICA NIKOLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;46;MARKO PAVIČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;47;SIMONA ŠITUM;;KANDIDACIJSKA LISTA GRUPE BIRAČA - TOMISLAV MAMIĆ
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;1;MIRO BULJ;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;2;IVICA KUKAVICA;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;3;IVICA GRKOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;4;MILAN PERIŠIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;5;IVANA LJULJ;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;6;MATKO GRČIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;SPLITSKO-DALMATINSKA ŽUPANIJA;;7;MARIN ROŽIĆ;;MOST
